CountryName,CountryCode,IndicatorName,IndicatorCode,Year,Value
United States,USA,"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,1990,48490000000.0
United States,USA,Forest area (% of land area),AG.LND.FRST.ZS,1990,33.0223082096657
United States,USA,Forest area (sq. km),AG.LND.FRST.K2,1990,2963350.0
United States,USA,Forest rents (% of GDP),NY.GDP.FRST.RT.ZS,1990,0.326677101833578
United States,USA,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,1990,86.43783831788151
United States,USA,Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,1990,3.2231358100910596
United States,USA,Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,1990,13.256829604488098
United States,USA,GDP (constant LCU),NY.GDP.MKTP.KN,1990,9064413765500.0
United States,USA,GDP (current LCU),NY.GDP.MKTP.CN,1990,5979589000000.0
United States,USA,GDP at market prices (constant 2005 US$),NY.GDP.MKTP.KD,1990,8237519238199.96
United States,USA,GDP at market prices (current US$),NY.GDP.MKTP.CD,1990,5979589000000.0
United States,USA,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,1990,65.9677410442016
United States,USA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1990,1.91937029742549
United States,USA,GDP per capita (constant 2005 US$),NY.GDP.PCAP.KD,1990,32999.8407125944
United States,USA,GDP per capita (constant LCU),NY.GDP.PCAP.KN,1990,36312.4141825873
United States,USA,GDP per capita (current LCU),NY.GDP.PCAP.CN,1990,23954.4793548671
United States,USA,GDP per capita (current US$),NY.GDP.PCAP.CD,1990,23954.4793548671
United States,USA,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1990,0.7745162001909309
United States,USA,"GDP per capita, PPP (constant 2011 international $)",NY.GDP.PCAP.PP.KD,1990,37062.1302595789
United States,USA,"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,1990,23954.4793548671
United States,USA,GDP per person employed (constant 1990 PPP $),SL.GDP.PCAP.EM.KD,1990,47538.0
United States,USA,GDP per unit of energy use (constant 2011 PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP.KD,1990,4.83097322376223
United States,USA,GDP per unit of energy use (PPP $ per kg of oil equivalent),EG.GDP.PUSE.KO.PP,1990,3.12241761447641
United States,USA,"GDP, PPP (constant 2011 international $)",NY.GDP.MKTP.PP.KD,1990,9251560141786.87
United States,USA,"GDP, PPP (current international $)",NY.GDP.MKTP.PP.CD,1990,5979589000000.0
United States,USA,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,1990,15.853832094480099
United States,USA,General government final consumption expenditure (annual % growth),NE.CON.GOVT.KD.ZG,1990,2.75603747313544
United States,USA,General government final consumption expenditure (constant 2005 US$),NE.CON.GOVT.KD,1990,1573187321234.74
United States,USA,General government final consumption expenditure (constant LCU),NE.CON.GOVT.KN,1990,1835590923900.0
United States,USA,General government final consumption expenditure (current LCU),NE.CON.GOVT.CN,1990,947994000000.0
United States,USA,General government final consumption expenditure (current US$),NE.CON.GOVT.CD,1990,947994000000.0
United States,USA,GHG net emissions/removals by LUCF (Mt of CO2 equivalent),EN.CLC.GHGR.MT.CE,1990,-846.5548779308659
United States,USA,GNI (constant 2005 US$),NY.GNP.MKTP.KD,1990,8307251064926.14
United States,USA,GNI (constant LCU),NY.GNP.MKTP.KN,1990,9116847819786.26
United States,USA,GNI (current LCU),NY.GNP.MKTP.CN,1990,5922924000000.0
United States,USA,GNI (current US$),NY.GNP.MKTP.CD,1990,5922924000000.0
United States,USA,GNI growth (annual %),NY.GNP.MKTP.KD.ZG,1990,2.0626063910719
United States,USA,GNI per capita (constant 2005 US$),NY.GNP.PCAP.KD,1990,33279.1892771345
United States,USA,GNI per capita (constant LCU),NY.GNP.PCAP.KN,1990,36522.4671596218
United States,USA,GNI per capita (current LCU),NY.GNP.PCAP.CN,1990,23727.477035369302
United States,USA,GNI per capita growth (annual %),NY.GNP.PCAP.KD.ZG,1990,0.9161433314958171
United States,USA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,1990,24150.0
United States,USA,"GNI per capita, PPP (constant 2011 international $)",NY.GNP.PCAP.PP.KD,1990,37369.1295881751
United States,USA,"GNI per capita, PPP (current international $)",NY.GNP.PCAP.PP.CD,1990,23730.0
United States,USA,"GNI, Atlas method (current US$)",NY.GNP.ATLS.CD,1990,6029529322891.06
United States,USA,"GNI, PPP (constant 2011 international $)",NY.GNP.MKTP.PP.KD,1990,9328194235189.04
United States,USA,"GNI, PPP (current international $)",NY.GNP.MKTP.PP.CD,1990,5922924000000.0
United States,USA,Government expenditure on education as % of GDP (%),SE.XPD.TOTL.GD.ZS,1990,4.81641
United States,USA,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,1990,21.4699940079494
United States,USA,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,1990,-1.02243610316349
United States,USA,Gross capital formation (constant 2005 US$),NE.GDI.TOTL.KD,1990,1551624216904.95
United States,USA,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,1990,1657736418800.0
United States,USA,Gross capital formation (current LCU),NE.GDI.TOTL.CN,1990,1283817400000.0
United States,USA,Gross capital formation (current US$),NE.GDI.TOTL.CD,1990,1283817400000.0
United States,USA,Gross domestic income (constant 2005 US$),NY.GDY.TOTL.KD,1990,7034600000000.0
United States,USA,Gross domestic income (constant LCU),NY.GDY.TOTL.KN,1990,9060941686103.19
United States,USA,Gross domestic savings (% of GDP),NY.GDS.TOTL.ZS,1990,20.167981444878603
United States,USA,Gross domestic savings (constant LCU),NY.GDS.TOTL.KN,1990,1468066632078.39
United States,USA,Gross domestic savings (current LCU),NY.GDS.TOTL.CN,1990,1205962400000.0
United States,USA,Gross domestic savings (current US$),NY.GDS.TOTL.CD,1990,1205962400000.0
United States,USA,"Gross enrolment ratio, pre-primary, both sexes (%)",SE.PRE.ENRR,1990,59.99389
United States,USA,"Gross enrolment ratio, pre-primary, female (%)",SE.PRE.ENRR.FE,1990,59.05518
United States,USA,"Gross enrolment ratio, pre-primary, male (%)",SE.PRE.ENRR.MA,1990,60.88959
United States,USA,"Gross enrolment ratio, primary and secondary, gender parity index (GPI)",SE.ENR.PRSC.FM.ZS,1990,0.99607
United States,USA,"Gross enrolment ratio, primary, both sexes (%)",SE.PRM.ENRR,1990,104.20099
United States,USA,"Gross enrolment ratio, primary, female (%)",SE.PRM.ENRR.FE,1990,103.88147
United States,USA,"Gross enrolment ratio, primary, gender parity index (GPI)",SE.ENR.PRIM.FM.ZS,1990,0.99403
United States,USA,"Gross enrolment ratio, primary, male (%)",SE.PRM.ENRR.MA,1990,104.50566
United States,USA,"Gross enrolment ratio, secondary, both sexes (%)",SE.SEC.ENRR,1990,90.58364
United States,USA,"Gross enrolment ratio, secondary, female (%)",SE.SEC.ENRR.FE,1990,90.49721
United States,USA,"Gross enrolment ratio, secondary, gender parity index (GPI)",SE.ENR.SECO.FM.ZS,1990,0.99814
United States,USA,"Gross enrolment ratio, secondary, male (%)",SE.SEC.ENRR.MA,1990,90.66574
United States,USA,"Gross enrolment ratio, tertiary, both sexes (%)",SE.TER.ENRR,1990,70.80497
United States,USA,"Gross enrolment ratio, tertiary, female (%)",SE.TER.ENRR.FE,1990,78.36981
United States,USA,"Gross enrolment ratio, tertiary, gender parity index (GPI)",SE.ENR.TERT.FM.ZS,1990,1.23371
United States,USA,"Gross enrolment ratio, tertiary, male (%)",SE.TER.ENRR.MA,1990,63.52388
United States,USA,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,1990,21.226729796981
United States,USA,Gross fixed capital formation (annual % growth),NE.GDI.FTOT.KD.ZG,1990,-0.100088449659395
United States,USA,Gross fixed capital formation (constant 2005 US$),NE.GDI.FTOT.KD,1990,1546758595606.01
United States,USA,Gross fixed capital formation (constant LCU),NE.GDI.FTOT.KN,1990,1654199478900.0
United States,USA,Gross fixed capital formation (current LCU),NE.GDI.FTOT.CN,1990,1269271200000.0
United States,USA,Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,1990,1269271200000.0
United States,USA,"Gross fixed capital formation, private sector (% of GDP)",NE.GDI.FPRV.ZS,1990,16.6148542985145
United States,USA,"Gross fixed capital formation, private sector (current LCU)",NE.GDI.FPRV.CN,1990,993500000000.0
United States,USA,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,1990,101.302012563071
United States,USA,Gross national expenditure (constant 2005 US$),NE.DAB.TOTL.KD,1990,8303431420426.09
United States,USA,Gross national expenditure (constant LCU),NE.DAB.TOTL.KN,1990,9155319599100.0
United States,USA,Gross national expenditure (current LCU),NE.DAB.TOTL.CN,1990,6057444000000.0
United States,USA,Gross national expenditure (current US$),NE.DAB.TOTL.CD,1990,6057444000000.0
United States,USA,Gross national expenditure deflator (base year varies by country),NE.DAB.DEFL.ZS,1990,66.1631080644685
United States,USA,Gross savings (% of GDP),NY.GNS.ICTR.ZS,1990,18.7744910227108
United States,USA,Gross savings (% of GNI),NY.GNS.ICTR.GN.ZS,1990,18.9541078021599
United States,USA,Gross savings (current LCU),NY.GNS.ICTR.CN,1990,1122637400000.0
United States,USA,Gross savings (current US$),NY.GNS.ICTR.CD,1990,1122637400000.0
United States,USA,Gross value added at factor cost (constant 2005 US$),NY.GDP.FCST.KD,1990,7874168736712.28
United States,USA,Gross value added at factor cost (constant LCU),NY.GDP.FCST.KN,1990,8709568331100.0
United States,USA,Gross value added at factor cost (current LCU),NY.GDP.FCST.CN,1990,5581593000000.0
United States,USA,Gross value added at factor cost (current US$),NY.GDP.FCST.CD,1990,5581593000000.0
United States,USA,HFC gas emissions (thousand metric tons of CO2 equivalent),EN.ATM.HFCG.KT.CE,1990,29185.8
United States,USA,High-technology exports (% of manufactured exports),TX.VAL.TECH.MF.ZS,1990,32.529967331331804
United States,USA,High-technology exports (current US$),TX.VAL.TECH.CD,1990,89516989741.0
United States,USA,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,1990,4.9000000954
United States,USA,Household final consumption expenditure (annual % growth),NE.CON.PRVT.KD.ZG,1990,2.0614772289627297
United States,USA,Household final consumption expenditure (constant 2005 US$),NE.CON.PRVT.KD,1990,5233620629905.64
United States,USA,Household final consumption expenditure (constant LCU),NE.CON.PRVT.KN,1990,5766397089200.0
United States,USA,Household final consumption expenditure (current LCU),NE.CON.PRVT.CN,1990,3825630000000.0
United States,USA,Household final consumption expenditure (current US$),NE.CON.PRVT.CD,1990,3825630000000.0
United States,USA,Household final consumption expenditure per capita (constant 2005 US$),NE.CON.PRVT.PC.KD,1990,20966.099397513997
United States,USA,Household final consumption expenditure per capita growth (annual %),NE.CON.PRVT.PC.KD.ZG,1990,0.9150268531960251
United States,USA,"Household final consumption expenditure, etc. (% of GDP)",NE.CON.PETC.ZS,1990,63.9781864606414
United States,USA,"Household final consumption expenditure, etc. (annual % growth)",NE.CON.PETC.KD.ZG,1990,1.9895085572376103
United States,USA,"Household final consumption expenditure, etc. (constant 2005 US$)",NE.CON.PETC.KD,1990,5134279707344.27
United States,USA,"Household final consumption expenditure, etc. (constant LCU)",NE.CON.PETC.KN,1990,5661992256400.0
United States,USA,"Household final consumption expenditure, etc. (current LCU)",NE.CON.PETC.CN,1990,3825632600000.0
United States,USA,"Household final consumption expenditure, etc. (current US$)",NE.CON.PETC.CD,1990,3825632600000.0
United States,USA,"Household final consumption expenditure, PPP (constant 2011 international $)",NE.CON.PRVT.PP.KD,1990,5908012846048.09
United States,USA,"Household final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,1990,3825630000000.0
United States,USA,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,1990,90.0
United States,USA,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,1990,90.0
United States,USA,Import value index (2000 = 100),TM.VAL.MRCH.XD.WD,1990,42.5661165651
United States,USA,Import volume index (2000 = 100),TM.QTY.MRCH.XD.WD,1990,38.3478527614
United States,USA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,1990,10.5313090916449
United States,USA,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,1990,3.5773029513334103
United States,USA,Imports of goods and services (constant 2005 US$),NE.IMP.GNFS.KD,1990,676810897906.781
United States,USA,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,1990,763374334000.0
United States,USA,Imports of goods and services (current LCU),NE.IMP.GNFS.CN,1990,629729000000.0
United States,USA,Imports of goods and services (current US$),NE.IMP.GNFS.CD,1990,629729000000.0
United States,USA,Improved sanitation facilities (% of population with access),SH.STA.ACSN,1990,99.5
United States,USA,"Improved sanitation facilities, rural (% of rural population with access)",SH.STA.ACSN.RU,1990,98.6
United States,USA,"Improved sanitation facilities, urban (% of urban population with access)",SH.STA.ACSN.UR,1990,99.8
United States,USA,Improved water source (% of population with access),SH.H2O.SAFE.ZS,1990,98.4
United States,USA,"Improved water source, rural (% of rural population with access)",SH.H2O.SAFE.RU.ZS,1990,94.0
United States,USA,"Improved water source, urban (% of urban population with access)",SH.H2O.SAFE.UR.ZS,1990,99.8
United States,USA,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,1990,12.0
United States,USA,Industrial nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.IN.KT.CE,1990,44624.8
United States,USA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1990,5.39795643990271
United States,USA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1990,3.69915670345064
United States,USA,International migrant stock (% of population),SM.POP.TOTL.ZS,1990,9.31445660055364
United States,USA,"International migrant stock, total",SM.POP.TOTL,1990,23251026.0
United States,USA,Internet users (per 100 people),IT.NET.USER.P2,1990,0.7847285022027941
United States,USA,"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,1990,60.2999992370605
United States,USA,"Labor force participation rate for ages 15-24, female (%) (national estimate)",SL.TLF.ACTI.1524.FE.NE.ZS,1990,62.9000015258789
United States,USA,"Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.MA.ZS,1990,68.3000030517578
United States,USA,"Labor force participation rate for ages 15-24, male (%) (national estimate)",SL.TLF.ACTI.1524.MA.NE.ZS,1990,71.8000030517578
United States,USA,"Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.ZS,1990,64.40000152587889
United States,USA,"Labor force participation rate for ages 15-24, total (%) (national estimate)",SL.TLF.ACTI.1524.NE.ZS,1990,67.3000030517578
United States,USA,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,1990,56.4000015258789
United States,USA,"Labor force participation rate, female (% of female population ages 15+) (national estimate)",SL.TLF.CACT.FE.NE.ZS,1990,57.5
United States,USA,"Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.FE.ZS,1990,67.099998474121
United States,USA,"Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.MA.ZS,1990,75.4000015258789
United States,USA,"Labor force participation rate, male (% of male population ages 15+) (national estimate)",SL.TLF.CACT.MA.NE.ZS,1990,76.4000015258789
United States,USA,"Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.MA.ZS,1990,84.4000015258789
United States,USA,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,1990,65.5
United States,USA,"Labor force participation rate, total (% of total population ages 15+) (national estimate)",SL.TLF.CACT.NE.ZS,1990,66.5
United States,USA,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",SL.TLF.ACTI.ZS,1990,75.6999969482422
United States,USA,"Labor force, female (% of total labor force)",SL.TLF.TOTL.FE.ZS,1990,44.4204612059659
United States,USA,"Labor force, total",SL.TLF.TOTL.IN,1990,128187674.0
United States,USA,Land area (sq. km),AG.LND.TOTL.K2,1990,9158960.0
United States,USA,Land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.ZS,1990,1.717947
United States,USA,Land under cereal production (hectares),AG.LND.CREL.HA,1990,65700000.0
United States,USA,Lending interest rate (%),FR.INR.LEND,1990,10.0091666666667
United States,USA,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,1990,78.8
United States,USA,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,1990,71.8
United States,USA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,1990,75.2146341463415
United States,USA,Lifetime risk of maternal death (%),SH.MMR.RISK.ZS,1990,0.0242855596087409
United States,USA,Lifetime risk of maternal death (1 in: rate varies by country),SH.MMR.RISK,1990,4100.0
United States,USA,"Listed domestic companies, total",CM.MKT.LDOM.NO,1990,2467.0
United States,USA,Livestock production index (2004-2006 = 100),AG.PRD.LVSK.XD,1990,78.83
United States,USA,Long-term unemployment (% of total unemployment),SL.UEM.LTRM.ZS,1990,5.5
United States,USA,"Long-term unemployment, female (% of female unemployment)",SL.UEM.LTRM.FE.ZS,1990,3.70000004768372
United States,USA,"Long-term unemployment, male (% of male unemployment)",SL.UEM.LTRM.MA.ZS,1990,7.0
United States,USA,Machinery and transport equipment (% of value added in manufacturing),NV.MNF.MTRN.ZS.UN,1990,22.622172133937397
United States,USA,Manufactures exports (% of merchandise exports),TX.VAL.MANF.ZS.UN,1990,74.0802944669391
United States,USA,Manufactures imports (% of merchandise imports),TM.VAL.MANF.ZS.UN,1990,73.0502390982775
United States,USA,Marine protected areas (% of territorial waters),ER.MRN.PTMR.ZS,1990,22.5427811846562
United States,USA,Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,1990,46.732718586511496
United States,USA,Market capitalization of listed domestic companies (current US$),CM.MKT.LCAP.CD,1990,2794424500000.0
United States,USA,"Maternal mortality ratio (modeled estimate, per 100,000 live births)",SH.STA.MMRT,1990,12.0
United States,USA,Merchandise exports (current US$),TX.VAL.MRCH.CD.WT,1990,393592000000.0
United States,USA,Merchandise exports by the reporting economy (current US$),TX.VAL.MRCH.WL.CD,1990,393101000000.0
United States,USA,"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",TX.VAL.MRCH.RS.ZS,1990,4.12853185313698
United States,USA,Merchandise exports to developing economies in East Asia & Pacific (% of total merchandise exports),TX.VAL.MRCH.R1.ZS,1990,4.00439072910015
United States,USA,Merchandise exports to developing economies in Latin America & the Caribbean (% of total merchandise exports),TX.VAL.MRCH.R3.ZS,1990,11.392822709685301
United States,USA,Merchandise exports to developing economies in Middle East & North Africa (% of total merchandise exports),TX.VAL.MRCH.R4.ZS,1990,1.3519935080297398
United States,USA,Merchandise exports to developing economies in South Asia (% of total merchandise exports),TX.VAL.MRCH.R5.ZS,1990,1.00818873521054
United States,USA,Merchandise exports to developing economies in Sub-Saharan Africa (% of total merchandise exports),TX.VAL.MRCH.R6.ZS,1990,1.0313125634379001
United States,USA,Merchandise exports to developing economies outside region (% of total merchandise exports),TX.VAL.MRCH.OR.ZS,1990,19.4797774617719
United States,USA,Merchandise exports to economies in the Arab World (% of total merchandise exports),TX.VAL.MRCH.AL.ZS,1990,2.9726711455834502
United States,USA,Merchandise exports to high-income economies (% of total merchandise exports),TX.VAL.MRCH.HI.ZS,1990,76.39169068509109
United States,USA,Merchandise imports (current US$),TM.VAL.MRCH.CD.WT,1990,516987000000.0
United States,USA,Merchandise imports by the reporting economy (current US$),TM.VAL.MRCH.WL.CD,1990,517019000000.0
United States,USA,"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",TM.VAL.MRCH.RS.ZS,1990,1.45640682450742
United States,USA,Merchandise imports from developing economies in East Asia & Pacific (% of total merchandise imports),TM.VAL.MRCH.R1.ZS,1990,6.725246074128799
United States,USA,Merchandise imports from developing economies in Latin America & the Caribbean (% of total merchandise imports),TM.VAL.MRCH.R3.ZS,1990,9.96417926613916
United States,USA,Merchandise imports from developing economies in Middle East & North Africa (% of total merchandise imports),TM.VAL.MRCH.R4.ZS,1990,1.3881888286504
United States,USA,Merchandise imports from developing economies in South Asia (% of total merchandise imports),TM.VAL.MRCH.R5.ZS,1990,1.0192662165220199
United States,USA,Merchandise imports from developing economies in Sub-Saharan Africa (% of total merchandise imports),TM.VAL.MRCH.R6.ZS,1990,2.6060164133233
United States,USA,Merchandise imports from developing economies outside region (% of total merchandise imports),TM.VAL.MRCH.OR.ZS,1990,21.985923147892102
United States,USA,Merchandise imports from economies in the Arab World (% of total merchandise imports),TM.VAL.MRCH.AL.ZS,1990,3.86780756606624
United States,USA,Merchandise imports from high-income economies (% of total merchandise imports),TM.VAL.MRCH.HI.ZS,1990,76.5576700276005
United States,USA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,1990,15.2281201935451
United States,USA,Methane emissions (kt of CO2 equivalent),EN.ATM.METH.KT.CE,1990,635108.2
United States,USA,Methane emissions in energy sector (thousand metric tons of CO2 equivalent),EN.ATM.METH.EG.KT.CE,1990,249813.8
United States,USA,Military expenditure (% of GDP),MS.MIL.XPND.GD.ZS,1990,5.12025157581901
United States,USA,Military expenditure (current LCU),MS.MIL.XPND.CN,1990,306170000000.0
United States,USA,Mineral rents (% of GDP),NY.GDP.MINR.RT.ZS,1990,0.0528665093235157
United States,USA,Mobile cellular subscriptions,IT.CEL.SETS,1990,5283055.0
United States,USA,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,1990,2.07580236597907
United States,USA,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,1990,90.824
United States,USA,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,1990,172.079
United States,USA,"Mortality rate, infant (per 1,000 live births)",SP.DYN.IMRT.IN,1990,9.4
United States,USA,"Mortality rate, infant, female (per 1,000 live births)",SP.DYN.IMRT.FE.IN,1990,8.3
United States,USA,"Mortality rate, infant, male (per 1,000 live births)",SP.DYN.IMRT.MA.IN,1990,10.4
United States,USA,"Mortality rate, neonatal (per 1,000 live births)",SH.DYN.NMRT,1990,5.8
United States,USA,"Mortality rate, under-5 (per 1,000)",SH.DYN.MORT,1990,11.2
United States,USA,"Mortality rate, under-5, female (per 1,000 live births)",SH.DYN.MORT.FE,1990,10.0
United States,USA,"Mortality rate, under-5, male (per 1,000 live births)",SH.DYN.MORT.MA,1990,12.5
United States,USA,Natural gas rents (% of GDP),NY.GDP.NGAS.RT.ZS,1990,0.259316268423541
United States,USA,Net barter terms of trade index (2000 = 100),TT.PRI.MRCH.XD.WD,1990,102.70270270270001
United States,USA,Net current transfers from abroad (constant LCU),NY.TRF.NCTR.KN,1990,-78028576294.9503
United States,USA,Net current transfers from abroad (current LCU),NY.TRF.NCTR.CN,1990,-31734000000.0
United States,USA,Net current transfers from abroad (current US$),NY.TRF.NCTR.CD,1990,-31734000000.0
United States,USA,"Net enrolment rate, primary, both sexes (%)",SE.PRM.NENR,1990,97.15261
United States,USA,"Net enrolment rate, primary, female (%)",SE.PRM.NENR.FE,1990,97.44218
United States,USA,"Net enrolment rate, primary, male (%)",SE.PRM.NENR.MA,1990,96.87651
United States,USA,Net income from abroad (constant LCU),NY.GSR.NFCY.KN,1990,50793300000.0
United States,USA,Net income from abroad (current LCU),NY.GSR.NFCY.CN,1990,34692000000.0
United States,USA,Net income from abroad (current US$),NY.GSR.NFCY.CD,1990,34692000000.0
United States,USA,"Net secondary income (BoP, current US$)",BN.TRF.CURR.CD,1990,-26660000000.0
United States,USA,Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,1990,311888.5
United States,USA,Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.EG.KT.CE,1990,69043.7
United States,USA,Nitrous oxide emissions in industrial and energy processes (% of total nitrous oxide emissions),EN.ATM.NOXE.EI.ZS,1990,36.4452360378789
United States,USA,Number of infant deaths,SH.DTH.IMRT,1990,36272.0
United States,USA,Number of maternal deaths,SH.MMR.DTHS,1990,470.0
United States,USA,Number of neonatal deaths,SH.DTH.NMRT,1990,22360.0
United States,USA,Number of under-five deaths,SH.DTH.MORT,1990,43143.0
United States,USA,Official entrance age to lower secondary education (years),SE.SEC.AGES,1990,12.0
United States,USA,Official entrance age to primary education (years),SE.PRM.AGES,1990,6.0
United States,USA,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,1990,1.0
United States,USA,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,1990,0.683754888081332
United States,USA,Ores and metals exports (% of merchandise exports),TX.VAL.MMTL.ZS.UN,1990,3.05316232480302
United States,USA,Ores and metals imports (% of merchandise imports),TM.VAL.MMTL.ZS.UN,1990,2.81765509715739
United States,USA,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,1990,92209.6
United States,USA,Other manufacturing (% of value added in manufacturing),NV.MNF.OTHR.ZS.UN,1990,48.3522551073663
United States,USA,"Out-of-school children of primary school age, both sexes (number)",SE.PRM.UNER,1990,608794.0
United States,USA,"Out-of-school children of primary school age, female (number)",SE.PRM.UNER.FE,1990,266932.0
United States,USA,"Out-of-school children of primary school age, male (number)",SE.PRM.UNER.MA,1990,341862.0
United States,USA,"Part time employment, female (% of total female employment)",SL.TLF.PART.FE.ZS,1990,18.3999996185303
United States,USA,"Part time employment, female (% of total part time employment)",SL.TLF.PART.TL.FE.ZS,1990,68.1999969482422
United States,USA,"Part time employment, male (% of total male employment)",SL.TLF.PART.MA.ZS,1990,7.099999904632571
United States,USA,"Part time employment, total (% of total employment)",SL.TLF.PART.ZS,1990,12.1999998092651
United States,USA,"Patent applications, nonresidents",IP.PAT.NRES,1990,80520.0
United States,USA,"Patent applications, residents",IP.PAT.RESD,1990,90643.0
United States,USA,Percentage of enrolment in primary education in private institutions (%),SE.PRM.PRIV.ZS,1990,11.98887
United States,USA,Percentage of students in primary education who are female (%),SE.PRM.ENRL.FE.ZS,1990,48.66017
United States,USA,Percentage of students in secondary education who are female (%),SE.SEC.ENRL.FE.ZS,1990,48.66674
United States,USA,Percentage of students in secondary general education who are female (%),SE.SEC.ENRL.GC.FE.ZS,1990,48.66674
United States,USA,Percentage of teachers in tertiary education who are female (%),SE.TER.TCHR.FE.ZS,1990,35.19417
United States,USA,Permanent cropland (% of land area),AG.LND.CROP.ZS,1990,0.22928367412894
United States,USA,"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,1990,11850000000.0
United States,USA,"Personal remittances, received (% of GDP)",BX.TRF.PWKR.DT.GD.ZS,1990,0.0195665621834544
United States,USA,"Personal remittances, received (current US$)",BX.TRF.PWKR.CD.DT,1990,1170000000.0
United States,USA,PFC gas emissions (thousand metric tons of CO2 equivalent),EN.ATM.PFCG.KT.CE,1990,20841.3
United States,USA,"Physicians (per 1,000 people)",SH.MED.PHYS.ZS,1990,1.8
United States,USA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,1990,16.4196822294627
United States,USA,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",EN.ATM.PM25.MC.ZS,1990,91.5057668021405
United States,USA,Population ages 65 and above (% of total),SP.POP.65UP.TO.ZS,1990,12.522327561389599
United States,USA,Population density (people per sq. km of land area),EN.POP.DNST,1990,27.2545136128993
United States,USA,Population growth (annual %),SP.POP.GROW,1990,1.12965052045579
United States,USA,Population in largest city,EN.URB.LCTY,1990,16085599.0
United States,USA,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,1990,8.55771193530894
United States,USA,Population in urban agglomerations of more than 1 million,EN.URB.MCTY,1990,105216000.0
